ID,file_name,URL,actual_caption,google_colab_caption
26,979383193_0a542a059d.jpg,https://drive.google.com/uc?id=1D10-rjTZ_KxhQEzj1R1RXA5B94TIQkkW,A group of six children sit at a wooden table .,a young child sitting on a table 
27,977856234_0d9caee7b2.jpg,https://drive.google.com/uc?id=1D10ARQUbTUdchAE5eF9I_NeQd4SAPN7O,A brown dog in a pink shirt runs through a field .,a black and white dog in a body
28,861661418_8a37024ace.jpg,https://drive.google.com/uc?id=1DIHqpty6XOFe_0b00D862gV666IgbrfH,A brown dog picks up a twig from a stone surface .,a dog laying on a bench 
29,947969010_f1ea572e89.jpg,https://drive.google.com/uc?id=1DfTPUmB6f5Bkkw3UqA93oaLTzTRHvWr3,"A black dog with a brown muzzle next to a body of water , shaking off water with a stick in its mouth .",a dog catching a frisbee 
30,883040210_3c4a10f030.jpg,https://drive.google.com/uc?id=1DlL2jVGH_NSj9ddZwC5sDLI5utBhDwCV,A climber is sillhouetted against the sky and rocks as he hangs by a rope from another rock .,a bird is standing on a grassy area 
31,989754491_7e53fb4586.jpg,https://drive.google.com/uc?id=1EnAKfVE_Gp-GKwZoI-29xaP9XLBM6GH4,A girl in a pool wearing goggles and surrounded by other children,a woman is sitting on a river 
32,956164675_9ee084364e.jpg,https://drive.google.com/uc?id=1ErzvmtDuNSegI1VNQ39eBJ0cmA2KrXhx,A runner in a yellow shirt is cresting a hill .,a man riding a skateboard 
33,862187579_9faf4a51e0.jpg,https://drive.google.com/uc?id=1FTpBR7bk2HRSRWo9VawUV3V8O1bB6flT,A man wearing glasses is staring off into space .,a man is standing in a building 
34,881725588_efabbcd96a.jpg,https://drive.google.com/uc?id=1FnoUkI4G_16iEYxHJ-rjo1s9OfB5VHWW,A group of girls and two are pulling on some type of yarn item in a girls bag .,a woman is holding a picture 
35,944788251_a0bcd4b960.jpg,https://drive.google.com/uc?id=1G9rm5WAwJ3wdb6fWXMWBVC-mpl3oW7xp,A boy and a dog on a dock are watching another dog swim away .,a young girl riding a boat 
36,861795382_5145ad433d.jpg,https://drive.google.com/uc?id=1IFuN6TF6kU49TRE5iyd0D48e05lPc_6c,A boy in a blue shirt and shorts jumping a bike with a ramp .,a man riding a bike on a bike 
37,95734038_2ab5783da7.jpg,https://drive.google.com/uc?id=1JRJS_yC9IokfcAwUlB2nP5f5h9aWUYfo,A man on a bike nest to a river .,a man riding a bike on a road 
38,99171998_7cc800ceef.jpg,https://drive.google.com/uc?id=1Jg86XWvtL3kj-VbGBvf54wKq-aKaxsMd,A group is sitting around a snowy crevasse .,a group of people are sitting on a bench 
39,95783195_e1ba3f57ca.jpg,https://drive.google.com/uc?id=1LMoW49PRJrWynHpNRjiJEZlS9ARuY2fF,A hiker navigates a rope and wood bridge over a large dry ravine .,a man riding a red jacket riding a skateboard 
40,938162709_21443d352f.jpg,https://drive.google.com/uc?id=1M8-BLUug4r_7h6UC7s597rJxbRLiUy0N,A cross-country skier following a path .,a snow skier in the snow covered slope 
41,854333409_38bc1da9dc.jpg,https://drive.google.com/uc?id=1MzZRGKc2yknztE4FiD6NOXRSkuIaVwv_,"The dog on the right has a red object in his mouth , and the other dog has biting it .",a dog laying down a grassy field 
42,97731718_eb7ba71fd3.jpg,https://drive.google.com/uc?id=1N7bn6uW0mJCFow2ZX0y45nqIPG7_uGUq,A cart containig two men being pulled by horses in the rain .,a man riding horses down a road 
43,967719295_3257695095.jpg,https://drive.google.com/uc?id=1NBmB1kes9r3Jlm7LvC6r_WJw4HWPjgU8,a dog jumps into the pond .,a dog laying on a boat 
44,887108308_2da97f15ef.jpg,https://drive.google.com/uc?id=1OqLBCEB6oWnthdsqA0hlB8-O-Lx5W7Qy,A child walks while holding an adult 's hand .,a group of people standing on a field 
45,973827791_467d83986e.jpg,https://drive.google.com/uc?id=1QwcMS77gYVa1L0gGc93DtRvvhl49C-oy,A little kid splashes around in the kiddie pool while a lady watches .,a man is standing on a bench 
46,95728664_06c43b90f1.jpg,https://drive.google.com/uc?id=1R4DnI-AQgThb1W-U0v89dUQEAiVVps6T,A couple of men sit by a large stone slab with mountains in the background .,a man sitting on a bench 
47,965444691_fe7e85bf0e.jpg,https://drive.google.com/uc?id=1RAXVr5D-EeFYC1Gl00Im1_l7q75CoL-O,A closeup of a man holding a baby wearing a blue shirt .,a young boy holding a baby in a remote 
48,950273886_88c324e663.jpg,https://drive.google.com/uc?id=1RRX0FGFdU0R8K_vMbkU_UCbi740c1zvE,A man grasps onto the rock face .,a woman is holding a surfboard 
49,837919879_94e3dacd83.jpg,https://drive.google.com/uc?id=1RyBEvIv3ZQ_i2H_85XKMNQ8mGq4a7s0q,Two guys are playing horse shoe together .,a man throwing a bat 
50,918886676_3323fb2a01.jpg,https://drive.google.com/uc?id=1Sn8p0F1fh2XMU7cWxz_6fX8GG6HTU0ZN,A brown dog drinks from a water bottle .,a dog is standing next to a dog 
51,856985136_649c0a3881.jpg,https://drive.google.com/uc?id=1T5M_5gbd6ifNh9bKDL3UGl0NK-MgfAjp,A girl touches the fountain with her foot .,a young boy riding a skateboard on a skateboard 
52,872512911_ca383b40e4.jpg,https://drive.google.com/uc?id=1TDe0QlOHm9kz7RtKEDWIhuehP76ZnkO9,"Large group of people , most setting down on a walkway with two boys standing up holding plates .",a group of people are standing on a city 
53,957682378_46c3b07bcd.jpg,https://drive.google.com/uc?id=1TScEVHQ9H1R9eOgnI6-DlaBxHx2Xeb-K,A brown dog and a black dog run into each other in the grass .,a dog is laying on a leash 
54,933118213_b35b0b62a7.jpg,https://drive.google.com/uc?id=1VAbw_d0ECGuRI_L02woueTAQNruxX8Tw,A boy holding a fishing rod .,a man in a frisbee 
55,875731481_a5a0a09934.jpg,https://drive.google.com/uc?id=1VGK9sMVFiQbfWxCAJMTlrdCH6W5rP0je,A woman wearing a brightly colored costume stands onstage .,a woman is holding a red umbrella 
56,873633312_a756d8b381.jpg,https://drive.google.com/uc?id=1WdFxQpWFp1_8Ea5doNRjLIKYMMMeLH4I,"A boy in a life jacket jumps onto something yellow , out of frame .",a young girl throwing a frisbee 
57,957230475_48f4285ffe.jpg,https://drive.google.com/uc?id=1X8Yj5yl8ZawD6zoBwiyRmay_P4Z0O67g,A boy licks an older male 's face that 's covered in a blue and yellow creamy substance .,a young girl holding a baby holding a carrot 
58,862054277_34b5a6f401.jpg,https://drive.google.com/uc?id=1YfHxgEMPJqxeG7M0oh2RnanLH0FJ2Dbz,"A little girl in a swimsuit and braids is in front of the water , in the grass , with her arms crossed in front of her chest",a girl holding a woman laying on a surfboard 
59,958326692_6210150354.jpg,https://drive.google.com/uc?id=1Z63zE2h4rOvYTy838qPaZxycGTKTpL8f,A large tent with a green cover at a campground .,a woman is holding a bench in a tree 
60,948196883_e190a483b1.jpg,https://drive.google.com/uc?id=1ZivMw12hDmgFTUOR6bedDR3mOu1OhSkY,A man is asleep on the ground near two bank machines .,a man is holding a <unk> 
61,872135364_8c1e47d163.jpg,https://drive.google.com/uc?id=1b17iZqVzjxbIzJhF6emXk8-Xk7kMfRC4,A big grey dog wearing a chain collar has a smaller brown dog pinned down .,a dog is standing in the water 
62,942399470_6132d3e5d2.jpg,https://drive.google.com/uc?id=1bSb_Tcwl6VDsRta2NTrgRhw27HPQzTJx,A bearded man is sitting on a bench wearing a fur lined jacket and hat .,a man is sitting on a bench 
63,836828001_af98d16256.jpg,https://drive.google.com/uc?id=1cOqb7MuHvcAsvhj3Sj5vaFE183IOV3Bi,A child in the bathtub with water coming out of his mouth .,a young boy brushing her teeth 
64,940973925_a2e6d7951c.jpg,https://drive.google.com/uc?id=1dV5H4z_dqC4NoAez6mqr_8fK8bjQGaDo,"kids are playing ball in front of a , big fancy building",a man is standing on a bench 
65,937559727_ae2613cee5.jpg,https://drive.google.com/uc?id=1en2lQz1B9TaJWt58nYTqJ1n3fNSWlCll,A blonde fisherman standing in the water prepares his hook .,a man holding a hat 
66,857914283_270d7d1c87.jpg,https://drive.google.com/uc?id=1es0DG3tWM-Rmad2eB-bq_ebgQnupoykC,Two blonde boys are playing on a bed .,a young boy in a wii controller 
67,96973080_783e375945.jpg,https://drive.google.com/uc?id=1f0sD0RmQMYgPzJZwAhBtBjjho_slJ6XR,A brown dog is running over snow near leafless trees .,a dog is standing on a snowy ground 
68,859620561_de417cac1e.jpg,https://drive.google.com/uc?id=1fHQMEJgmKOtDAY_eDTbuUKd_XxrCaSpV,A brown dog catching a Frisbee in the air .,a dog laying on a frisbee 
69,93922153_8d831f7f01.jpg,https://drive.google.com/uc?id=1f_6bUeYefYyrWwpsbJe9sttiCwLM6bWh,A woman climbs up a cliff,a woman in a hill 
70,952171414_2db16f846f.jpg,https://drive.google.com/uc?id=1hAPKQb8XKdp8GggLQYODevkkGnDqHBIT,a group of four people conversing next to a bus,a man in a car 
71,95151149_5ca6747df6.jpg,https://drive.google.com/uc?id=1hmlWV9y_J0JnnlZcKr82ooLHXtGYGwAK,A mountain landscape .,a boat on a mountain 
72,96978713_775d66a18d.jpg,https://drive.google.com/uc?id=1hzduTRDsRG6W_yb6KlexoAj1HoViZqZd,Hikers cross a bridge over a fast moving stream and rocky scenery .,a train traveling down a river 
73,862177617_c2c0581075.jpg,https://drive.google.com/uc?id=1ikJ5fu8Oo2NuwPzDx3gc5Zczwg_G6jgD,A girl is wearing a blue wig under a brown hooded jacket .,a woman holding a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a woman with a
74,905355838_3a43fdfd4e.jpg,https://drive.google.com/uc?id=1jSf-tj3RKqYrL0QXIf98Ks-AduiulQzK,A baseball player standing on the field,a baseball player is holding a bat 
75,930748509_8ca5cf5c24.jpg,https://drive.google.com/uc?id=1jUbSF65pYpm8CtHSIe6aG1K5VlpbWUdU,A man in pets a dog on the chest at a park .,a dog is standing on a leash 
76,86412576_c53392ef80.jpg,https://drive.google.com/uc?id=1jXhwSDRQQJwTBRMsMVzM4LlsSCG6nzYK,A group of people are walking while holding numerous baskets and rugs .,a man is holding a kite 
77,848293676_98e73c52c1.jpg,https://drive.google.com/uc?id=1jweQEN46W4rhu879voOWBKLGD340nOpa,A boy in a red suit jumps into a pool .,a man riding a surfboard 
78,99679241_adc853a5c0.jpg,https://drive.google.com/uc?id=1khyYhLIm0MYlxCmMLw0r_dxkKEPXy_5H,A grey bird stands majestically on a beach while waves roll in .,a bird is standing on a body of a body of a body of a body of a body of a body of a body of a body of a body of a body of a body of a body of a body of a body of a body
79,953941506_5082c9160c.jpg,https://drive.google.com/uc?id=1lfsmuULUmvYEChlosXQ5tFkX8fzu47VT,A Beagle dog is walking on the shoreline at the beach .,a dog laying down a frisbee 
80,839295615_bb9baf2f95.jpg,https://drive.google.com/uc?id=1ms4PGeVMP6hmlaiSU-gckgJY60zDrhvD,A boy is riding a dolly passed two 1950s cars .,a man is walking down a car 
81,917574521_74fab68514.jpg,https://drive.google.com/uc?id=1oF6uizwgvk1QuBYqDd3Pt0oqBeFbY9v-,One young girl pushing a toy while her twin sister looks on .,a young boy with a teddy bear 
82,98377566_e4674d1ebd.jpg,https://drive.google.com/uc?id=1ohXpMj_Y8jKCJnMx9gVN_HedrRunN1-z,Two brown and white dogs lift their ears and look through a fence .,a brown sheep sitting on a couch 
83,860928274_744d14f198.jpg,https://drive.google.com/uc?id=1p7vZMo99XJO0vuKfzt8TBfgtHvx1doQj,A child smiles as he plays in an inflatable gym .,a young boy in a skateboard 
84,975131015_9acd25db9c.jpg,https://drive.google.com/uc?id=1phI9jTAM1JnDbwnraLmEnZjfDvY3ccMU,a blond boy petting a tiger,a giraffe is standing next to a zebra 
85,96420612_feb18fc6c6.jpg,https://drive.google.com/uc?id=1qgPBXl1_-4m4_7IH5jpX0JdNCTaK3dU9,A man in red swim trunks is jumping onto a bodyboard .,a man riding a surfboard 
86,900144365_03cd1899e3.jpg,https://drive.google.com/uc?id=1qrFpcb91hjw4IVXnM8qwyiTsyeRvgABc,A girl in black clothes leads the way in a race .,a group of people walking down a tennis court 
87,927420680_6cba7c040a.jpg,https://drive.google.com/uc?id=1sJ8Jj-hp_XBHQlYvc4bRuH4EEwvjbXZl,A man is walking by trees in front of the city skyline .,a giraffe is standing in the water 
88,925491651_57df3a5b36.jpg,https://drive.google.com/uc?id=1sh2XRBh6MIBQcxxLaGGvBoRaV6vJPhYn,A dog leaps out of the water .,a dog laying down a leash 
89,909191414_1cf5d85821.jpg,https://drive.google.com/uc?id=1tsRY77s7xXvnGRzyPgED2oSC4rcH0vx9,A boy is leaping over a blue hose pipe as a little girl watches .,a man playing frisbee 
90,95728660_d47de66544.jpg,https://drive.google.com/uc?id=1uxeMgI_xDEd2S2bi4FJsuxSx0-blMRPw,A guy is riding a bike up the side of a hill .,a man riding a horse 
91,874665322_9ad05c4065.jpg,https://drive.google.com/uc?id=1vem2wOkMnrbP-sEafqnzYh98jnmpGL6p,A brown dog is playing outside in a grassy area .,a dog laying down a field 
92,947664583_7c63172366.jpg,https://drive.google.com/uc?id=1vxTAUGlLGU0oIQebYxHQ_zY-31aL1EQO,A child jumps into a pool as a man looks on .,a group of people are standing on a river 
93,946051430_8db7e4ce09.jpg,https://drive.google.com/uc?id=1w-6k4bYKSV42aGgVz5byT69jIYNIZxvD,girls in swimsuits jumping into water from behind,a group of people are standing on a sandy beach 
94,963730324_0638534227.jpg,https://drive.google.com/uc?id=1wSWbRhSSSXJ5bJf10JZcK4AyycEYlQgv,A kid is pushing a shopping cart behind an adult inside a consumer market .,a man holding a basket of bananas 
95,961189263_0990f3bcb5.jpg,https://drive.google.com/uc?id=1xLZVjrolacbdN1EHIMwy2TZN0_RkxEfF,A child is playing in the muddy water running along a grassy area .,a young girl in a small stuffed animals 
96,94232465_a135df2711.jpg,https://drive.google.com/uc?id=1y2nLyFS6KzkqNvhJ2qRApiNCfs3aMpGN,A lady ice skates while pulling a child in a buggy .,a man riding a snow 
97,954987350_a0c608b467.jpg,https://drive.google.com/uc?id=1yB9ZSqZh94mvIdP2aiJx_bxM0uXUzoNr,A female in a pink tank top drinking beer .,a man in a street 
98,911527312_f81ee36b97.jpg,https://drive.google.com/uc?id=1zBIlvG-5IlN8KBsilec4SUMCQYrOys8d,A boy wearing red crocs climbing a tree .,a small girl holding a tree 
99,890734502_a5ae67beac.jpg,https://drive.google.com/uc?id=1zCygFM6KeRLCWJxrB8aeh4zDd93aXk0R,A boy in a black swimsuit playing near the water .,a young girl in a frisbee 
100,899810584_61e1578d3f.jpg,https://drive.google.com/uc?id=10247EUHfGlYBUAXrUxPhbwGx-g3G7W6E,A man climbing a mountain .,a man riding a wave 
101,84713990_d3f3cef78b.jpg,https://drive.google.com/uc?id=14oyHfzd08-ZlJScsoaJMMyUNOBZjwcw5,A group of people on a blue raft going down a river .,a group of people are riding a river 
102,838074897_9d6270b3cd.jpg,https://drive.google.com/uc?id=16f2N_6ucdPH05WLhLgJ1zcNYn_G6WF8C,A brown haired little girl is jumping through squirts of water .,a man holding a frisbee 
103,990890291_afc72be141.jpg,https://drive.google.com/uc?id=1DALuf0Yg19icW0jzcGYBwsOgodsh9w5b,A man does a wheelie on his bicycle on the sidewalk .,a man riding a bike on a bike 
104,888517718_3d5b4b7b43.jpg,https://drive.google.com/uc?id=1E3RPzQfKuySeiVDjaDCj_UsQPDSIpNm8,A brown and black dog is standing on its hind legs trying to catch something .,a dog is standing on a bench 
105,847782643_57248bbdab.jpg,https://drive.google.com/uc?id=1EsvKrHOkUAZhb6RvpT11VT6Y_aRLHUfO,Two children laying on the floor with a group of wooden blocks above their heads .,a young kids sitting in a chair 
106,961611340_251081fcb8.jpg,https://drive.google.com/uc?id=1FkFFVWsEaK5KbOOlKczGLN0gOtasol-W,A girl in a tutu and a boy in a costume in a dancefloor .,a woman is holding a tennis ball 
107,989851184_9ef368e520.jpg,https://drive.google.com/uc?id=1I4V3_cNrp0arqEbuKnoaa0sokAI-jWHd,A black dog has a dumbbell in his mouth .,a man holding a dog 
108,909808296_23c427022d.jpg,https://drive.google.com/uc?id=1ITdYwYXURCfJrlEeSdWoz0iir74c1TkJ,A brown and black dog on a leash is sniffed by a black and white dog .,a dog laying on a couch 
109,862156271_3eacea90a8.jpg,https://drive.google.com/uc?id=1IaL_U_l3DIcxdJVVxlkzrcfIfZiGtiba,Girls with orange hair standing on the street with some kind of bottle in their hand .,a man is holding a woman 
110,871290666_4877e128c0.jpg,https://drive.google.com/uc?id=1Ipwaw14DqI1KypSXeHCTq2XRJqrhKEEq,A man in a wide-brimmed hat is sleeping against a column .,a man is sitting on a bench 
111,872622575_ba1d3632cc.jpg,https://drive.google.com/uc?id=1IzouQIe7gsHzfKv11OBQ2cc6R0vGgpKi,A man climbing a mountain .,a large bird is standing on a hill 
112,97577988_65e2eae14a.jpg,https://drive.google.com/uc?id=1MaXZyRXQaWNYMnr62wGp3j0FjtjxCRkN,A man mountain climbing up an icy mountain .,a man riding a snow 
113,96985174_31d4c6f06d.jpg,https://drive.google.com/uc?id=1NJCRWuJvFaW0QDAfg693KdC0g6KojP2x,A hiker is walking along a path at the foot of some snowcapped mountains .,a group of people standing in the snow covered mountain 
114,950411653_20d0335946.jpg,https://drive.google.com/uc?id=1On3S27j5g4zxqW6kiMebBSTVI-x-WzkF,a boy jumps into the pool .,a young girl playing a frisbee 
115,861608773_bdafd5c996.jpg,https://drive.google.com/uc?id=1PPwQxW1eaPE_TAV-PApu_QDJsoVWr-qy,A black and white dog running on a green grassy field .,a dog standing in a field 
116,843616798_5ab0ecb525.jpg,https://drive.google.com/uc?id=1Pd7-8q0NOJXaXAXZTs0F70f6sgbutZxO,A black and white dog is herding a group of sheep on a dusty road .,a dog standing in a field 
117,852469220_bc0fee3623.jpg,https://drive.google.com/uc?id=1WpdzdWCB3yJHBC5A8toj9qC4GmOrIAh3,A black and white dog is swimming through some water .,a dog laying on a leash 
118,985067019_705fe4a4cc.jpg,https://drive.google.com/uc?id=1Y3sa9UQJxMLr3DzFfqDLqjzXdwJo9C0a,A boy goes down an inflatable slide .,a woman is holding a red pants holding a red pants holding a red pants holding a red pants holding a red pants holding a red pants holding a red pants holding a red pants holding a red pants holding a red pants holding a red pants holding a
119,968081289_cdba83ce2e.jpg,https://drive.google.com/uc?id=1ZjH2B0XozTjyYeb67kjG1ROQ_rMSsVCG,A boy jumping off of a dock while his friend watches,a group of people are standing on a boat 
120,96399948_b86c61bfe6.jpg,https://drive.google.com/uc?id=1aZ2lM5TnnSb-8BZ25Vu76P5E3GFEdNzk,"A giant inflatable ball , taller than a man , is chased by two men in orange shirts .",a group of people standing in a grassy area 
121,846085364_fc9d23df46.jpg,https://drive.google.com/uc?id=1cglc3vwc75x7GdcbDWYT7iYGMIpBnIO5,A bundled-up toddler in the snow .,a young child in a snow 
122,897406883_f09f673d94.jpg,https://drive.google.com/uc?id=1eyiLcOXYDIEnHMUDCeDa9dfQwy1szLNV,A child pulls another in a small wagon .,a young boy with a teddy bear 
123,95734035_84732a92c1.jpg,https://drive.google.com/uc?id=1h23fgb_r8pHTACMisEAjslZSJ35QRTV-,There are two men riding bicycles outside in the snow covered countryside .,a man riding a road 
124,892340814_bdd61e10a4.jpg,https://drive.google.com/uc?id=1hRQPN7cubdjsD8zVXRmRspuNoFgG2kjX,a lone person in a harness climbing a huge rock .,a woman is standing on a frisbee 
125,848180689_d67a1361ce.jpg,https://drive.google.com/uc?id=1hwaJDCG3V6wPNY-2uq_lthpq5c_xmbEf,A girl and a woman playing with a ball in a pool .,a woman is holding a small boat 
126,944374205_fd3e69bfca.jpg,https://drive.google.com/uc?id=1isYzrxxYPesH6Dx--JiSrSqjxI4LpBfI,A group of boys play soccer on the grass while another looks down from a rock .,a group of people play with a sheep 
127,97406261_5eea044056.jpg,https://drive.google.com/uc?id=1jj7AORONx7oELvx9o32R-TJdJKHaNQsg,A calico cat raising its paws towards a dog with an open mouth,a cat is laying down a car 
128,997338199_7343367d7f.jpg,https://drive.google.com/uc?id=1llgjcPJz2gDTgXoCKX7XAVYqEuweoT1M,A person stands near golden walls .,a man is riding a skateboard 
129,880220939_0ef1c37f1f.jpg,https://drive.google.com/uc?id=1pmyG3NKPyU_HHHVmM6eFvLsFA3ftUgRN,a group of woman in pink dresses walking across a crosswalk towards a cruisship .,a group of people are walking down a street 
130,86542183_5e312ae4d4.jpg,https://drive.google.com/uc?id=1sBd7AfKZOCbzRnyL4kl-JUGQF4eErdi5,Two boys play hockey on a frozen pond .,a man riding a snow 
131,970641406_9a20ee636a.jpg,https://drive.google.com/uc?id=1vFa3Nlf-UWv3tsHPTncWugz7XkqFW2P2,A group of people gather on a balcony .,a bathroom with a clock on a wall 
132,792362827_5ab5281b99.jpg,https://drive.google.com/uc?id=1-3GfM5tmoC7XQKbbvb5djkkd8UHITMyG,"A group of young blond children , one carrying a rifle , poses in front of a house .",a man is standing next to a frisbee 
133,697490420_67d8d2a859.jpg,https://drive.google.com/uc?id=115W3XTB86dwTBT0GEzR3h-Anv3YNEnTY,A man in a bathing suit stands near a yellow kayak .,a man riding a surfboard 
134,791338571_7f38510bf7.jpg,https://drive.google.com/uc?id=11sM3MSINxUWhgvJz4V4tvYcXhM31YQmT,"A bull stands in a field , next to a red car .",a horse is walking down a car 
135,750196276_c3258c6f1b.jpg,https://drive.google.com/uc?id=127BOxtw3l8BwUuX9eq2jwC4FgaGqz-0z,A boy runs near some steps .,a young boy with a young boy's arm 
136,788126442_086334f0cf.jpg,https://drive.google.com/uc?id=12GUAkVv2c7FOuR2sq3d2uNOkf48ZbhUA,A baby girl has the contents of a red pot all over her face .,a young girl laying down a bed 
137,733964952_69f011a6c4.jpg,https://drive.google.com/uc?id=12Q_rkKVupeLeTqX-cHksdBHGwzG06zP-,A man is sitting by a large plant waiting to shine a customer 's shoes .,a woman is sitting on a bench 
138,72218201_e0e9c7d65b.jpg,https://drive.google.com/uc?id=12m7x-uCfDLG2mk7LPUFtdBrpg9Fvm6TS,A group of children run a footrace in the snow .,a group of people skiing down a snowy slope 
139,696663662_232edd58af.jpg,https://drive.google.com/uc?id=15kpNhGBCwekEsRdGjOCc4Cat7-edLYvJ,A boy with a broken arm is resting in a bed .,a baby laying down a bed 
140,733752482_ee01a419e5.jpg,https://drive.google.com/uc?id=1AHfn2l5m5HCOdch4_YK-86m1LhwGDp9u,a brown and white dog is running on the grass .,a dog laying on a leash 
141,688210930_85c5675d5b.jpg,https://drive.google.com/uc?id=1BxLJ6GuycrIdm4DfDIbmWgznCwxVne2u,A blue-robed and hooded figure is walking past occupied tables in an upper-class room .,a group of people are sitting on a street 
142,759015118_4bd3617e60.jpg,https://drive.google.com/uc?id=1C5FTU2a9c_PZdoGNyDU4PNzEXrHJYkP0,A boy in a blue shirt .,a young boy with a frisbee 
